SIGUN_NM,SERVC_NM,SPORT_TARGET,SERVC_RINK_ADDR,CHARGE_DEPT_NM,APLCATN_METH,SPORT_CYCL
부천시,넷째아 이상 출산지원금 지급,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004313&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 여성가족과,방문,월
안산시,보훈명예수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004125&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 복지정책과,방문,분기
안산시,국가유공자 등 위문,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002683&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 복지정책과,,반기
안산시,이재민 응급구호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002956&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 복지정책과,,1회성
수원시,효사랑 지원금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001479&wlfareInfoReldBztpCd=02,경기도 수원시 시민복지국 노인복지과,방문,분기
수원시,효도수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001478&wlfareInfoReldBztpCd=02,경기도 수원시 시민복지국 노인복지과,방문,반기
안양시,초등학교 입학지원금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006028&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 교육청소년과,"방문, 인터넷",1회성
이천시,이천시 장애인가정 출산비 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006017&wlfareInfoReldBztpCd=02,경기도 이천시 복지국 노인장애인과,방문,수시
평택시,무연고사망자 장례비 지원(본청),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006016&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 사회복지과,"팩스, 우편, 방문",1회성
이천시,이천시 장애인 전동보조기기 보험가입 및 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006015&wlfareInfoReldBztpCd=02,경기도 이천시 복지국 노인장애인과,,수시
여주시,여주시 어르신 시내버스 무상교통 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005991&wlfareInfoReldBztpCd=02,경기도 여주시 경제환경국 교통과,방문,분기
하남시,중증장애인 무료빨래방 운영,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000861&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,"방문, 전화",분기
안산시,노숙인 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000788&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,,수시
연천군,무연고 기초수급자 간병비 지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001895&wlfareInfoReldBztpCd=02,경기도 연천군 행정복지국 복지정책과,"방문, 우편",1회성
연천군,장수노인지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001334&wlfareInfoReldBztpCd=02,경기도 연천군 행정복지국 사회복지과,방문,월
안산시,한부모가족동절기수당(난방비)지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004633&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,,월
안산시,출생축하금지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004126&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,방문,1회성
안산시,영유아양육비지원,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000572&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,"방문, 인터넷",월
평택시,"행려자 귀향여비,숙식비(본청)",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003327&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 사회복지과,방문,1회성
안산시,노인 목욕 및 이미용 바우처 사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002684&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 노인복지과,,분기
구리시,6.25전쟁 참전영웅수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005888&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,방문,월
평택시,장애인 알권리 지원사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005886&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 노인장애인과,"방문, 모바일앱, 인터넷",분기
파주시,행려자 귀가여비,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005875&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 복지정책과,방문,1회성
경기도교육청,경기도 중고등학교 신입생 교복지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005660&wlfareInfoReldBztpCd=02,경기도교육청 협력국 복지협력과,,년
안산시,경로당 급식도우미 활동비 추가 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005620&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 노인복지과,,월
,무연고 사망자 등에 대한 장례비 지원 사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005366&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,"방문, 전화, 우편, E-mail, 팩스",1회성
구리시,구리시 공영장례 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005303&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,,1회성
안양시,청소년 월경통 한방진료 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005147&wlfareInfoReldBztpCd=02,경기도 안양시 만안구보건소 건강증진과,"방문, E-mail",년
부천시,워킹맘(대디) 가사지원서비스,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005135&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 여성가족과,"팩스, E-mail, 방문",월
의왕시,의왕시 초등학교 입학축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005126&wlfareInfoReldBztpCd=02,경기도 의왕시 평생교육원 평생교육과,"방문, 인터넷",월
의왕시,산모건강관리사 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005091&wlfareInfoReldBztpCd=02,경기도 의왕시 보건소 건강증진과,방문,월
의왕시,의왕시 산후조리비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005090&wlfareInfoReldBztpCd=02,경기도 의왕시 보건소 건강증진과,"인터넷, 방문",1회성
연천군,신서면지역사회보장협의체 오복주머니 나눔사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005025&wlfareInfoReldBztpCd=02,경기도 연천군 신서면,,분기
평택시,평택시 청년 전월세보증금 대출이자 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004712&wlfareInfoReldBztpCd=02,경기도 평택시 기획항만경제실 청년정책과,방문,반기
이천시,입양아동 입학지원금 지급,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004612&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 청년아동과,방문,1회성
시흥시,"(경기도 외 타시도)중, 고등학교 신입생 교복비 지원사업",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003851&wlfareInfoReldBztpCd=02,경기도 시흥시 평생교육원 교육자치과,인터넷,1회성
동두천시,동두천시 초등학생 입학 축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002004&wlfareInfoReldBztpCd=02,경기도 동두천시 미래교육진흥원,방문,1회성
안양시,장애인 신변처리용품(기저귀)지원사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001680&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,방문,분기
평택시,평택시 화장 장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001345&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 노인장애인과,방문,1회성
의정부시,100세 생신축하금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003150&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 노인복지과,방문,1회성
파주시,파주시 취약계층 대상포진 예방접종 지원 사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004457&wlfareInfoReldBztpCd=02,경기도 파주시 파주보건소 질병관리과,,1회성
,정신질환자 치료지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004161&wlfareInfoReldBztpCd=02,경기도 보건건강국 정신건강과,"방문, 우편",년
구리시,장애인통합복지카드(A형) 발급수수료 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002925&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 노인장애인복지과,,1회성
오산시,재해 이재민 구호물품 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003786&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 희망복지과,,주
연천군,어르신 대상포진 무료예방접종사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001332&wlfareInfoReldBztpCd=02,경기도 연천군 보건의료원 보건사업과,,1회성
동두천시,동두천시 다자녀행복카드,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004366&wlfareInfoReldBztpCd=02,경기도 동두천시 복지문화국 가족지원과,방문,1회성
파주시,취약계층 인플루엔자 예방접종 사업,"저소득, 장애인, 보훈대상자",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001525&wlfareInfoReldBztpCd=02,경기도 파주시 파주보건소 질병관리과,,년
,한방난임 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003476&wlfareInfoReldBztpCd=02,경기도 보건건강국 의료자원과,인터넷,1회성
안양시,안양시 부모등 부양자 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002475&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 노인복지과,방문,1회성
파주시,파주 희망캠프,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001496&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 복지정책과,,주
하남시,하남시 출산장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000862&wlfareInfoReldBztpCd=02,경기도 하남시 보건소 미사보건센터,"인터넷, 방문",1회성
파주시,모자보건사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001497&wlfareInfoReldBztpCd=02,경기도 파주시 운정보건소,"방문, 인터넷",1회성
구리시,"사망한 참전유공자(6.25, 월남전쟁) 배우자 복지수당",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001875&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,방문,월
구리시,첫째아이부터 신생아 출산지원금 확대 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003556&wlfareInfoReldBztpCd=02,경기도 구리시 보건소 건강증진과,"인터넷, 방문",1회성
이천시,희망하우징 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001407&wlfareInfoReldBztpCd=02,경기도 이천시 도시주택국 주택과,방문,1회성
수원시,수원시 아동담당의 의료지원 사업,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001375&wlfareInfoReldBztpCd=02,경기도 수원시 권선구보건소 건강관리과,"방문, 우편",년
의왕시,효행장려수당 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001587&wlfareInfoReldBztpCd=02,경기도 의왕시 복지문화국 노인장애인과,방문,1회성
광명시,광명시 저소득층 아동 치과주치의 의료지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001448&wlfareInfoReldBztpCd=02,경기도 광명시 보건소 보건정책과,방문,수시
연천군,사망 참전유공자의 배우자 복지수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001310&wlfareInfoReldBztpCd=02,경기도 연천군 행정복지국 복지정책과,"방문, 우편",월
광명시,출산축하금지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001541&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 여성가족과,"방문, 인터넷",1회성
,결식아동 급식지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000688&wlfareInfoReldBztpCd=02,경기도 여성가족국 아동돌봄과,"방문, 인터넷",월
,청각장애인 인공달팽이관 수술지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003472&wlfareInfoReldBztpCd=02,경기도 복지국 장애인복지과,방문,1회성
,카네이션 하우스 운영지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003474&wlfareInfoReldBztpCd=02,경기도 복지국 노인복지과,,수시
의왕시,출산장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003887&wlfareInfoReldBztpCd=02,경기도 의왕시 보건소 건강증진과,"인터넷, 방문",1회성
수원시,예비 신혼 부부를 위한 건강검진,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001376&wlfareInfoReldBztpCd=02,경기도 수원시 장안구보건소 건강관리과,"전화, 방문",1회성
,저소득층 청각장애인 재활지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000720&wlfareInfoReldBztpCd=02,경기도 복지국 장애인복지과,방문,수시
,경기도 대안교육기관 등 학생 교복 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005400&wlfareInfoReldBztpCd=02,경기도 미래평생교육국 평생교육과,"방문, 인터넷",수시
이천시,신혼부부 주택 전월세자금 대출이자 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005188&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 청년아동과,방문,년
가평군,아이돌봄서비스 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002656&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,"인터넷, 방문",월
,저소득 주민을 위한 경기도 부동산 중개보수 지원사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001237&wlfareInfoReldBztpCd=02,경기도 도시주택실 토지정보과,"방문, 우편",수시
성남시,성남시 아동의료비 본인부담 100만원 상한제 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001629&wlfareInfoReldBztpCd=02,경기도 성남시 공공의료정책관,방문,수시
화성시,치매정밀검사 의료비 지원 확대,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000284&wlfareInfoReldBztpCd=02,경기도 화성시 화성시서부보건소 건강증진과,"방문, 전화",1회성
가평군,다문화가족 정착장려금,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000943&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,"방문, 전화",년
의정부시,의정부시 중증장애인 및 시각장애인 유료방송 이용요금 지원,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000712&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 장애인복지과,방문,월
의정부시,장애인활동지원 의정부시 추가 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000714&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 장애인복지과,"방문, 우편",월
동두천시,다자녀가구 수도요금 감면 조건 완화,"보훈대상자, 장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002592&wlfareInfoReldBztpCd=02,경기도 동두천시 환경사업소,방문,월
가평군,자녀출산·입양축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002609&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,방문,년
동두천시,행려자 보호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002597&wlfareInfoReldBztpCd=02,경기도 동두천시 자치행정국 복지정책과,"방문, 전화",수시
의정부시,여성장애인 출산비용 지원(시 추가지원),장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001403&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 장애인복지과,방문,1회성
가평군,65세 이상 고혈압 당뇨병 약제비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005951&wlfareInfoReldBztpCd=02,경기도 가평군 보건소 건강증진과,방문,월
성남시,성인문해교육 학습자 교육지원금 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005684&wlfareInfoReldBztpCd=02,경기도 성남시 교육문화체육국 미래교육과,방문,년
하남시,하남시 장수축하물품 지급사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005670&wlfareInfoReldBztpCd=02,경기도 하남시 복지국 노인장애인복지과,방문,1회성
화성시,화성시 저소득주민 생활안정자금 융자사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005259&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 생활보장과,방문,수시
시흥시,시흥형 집수리 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004826&wlfareInfoReldBztpCd=02,경기도 시흥시 도시주택국 주택과,방문,1회성
하남시,노인 장수수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001710&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,방문,월
여주시,결혼이민자 귀화 신청비용 지원,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001862&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,방문,1회성
하남시,어르신 이ㆍ미용비 및 목욕비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002036&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,방문,반기
시흥시,시흥형 주거비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002502&wlfareInfoReldBztpCd=02,경기도 시흥시 도시주택국 주택과,방문,월
가평군,가평군 중고등학생 교통비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001336&wlfareInfoReldBztpCd=02,경기도 가평군 평생교육사업소,"방문, 전화",반기
광명시,대안교육기관 및 관외중고등학교 신입생 교복비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000645&wlfareInfoReldBztpCd=02,경기도 광명시 평생학습사업소 교육청소년과,"방문, 인터넷",1회성
안양시,법정저소득 및 셋째아 필요경비 지원,"저소득, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004584&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 여성가족과,방문,분기
안양시,어린이집 입학준비금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002477&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 여성가족과,방문,1회성
의정부시,장애인보장구 수리비용지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001193&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 장애인복지과,방문,월
시흥시,장애인보장구수리센터운영,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000810&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 장애인복지과,"방문, 전화",수시
시흥시,장애인특별운송사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001372&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 장애인복지과,"방문, 전화",수시
하남시,독거노인 건강음료비 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001589&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,"방문, 전화",수시
김포시,취약계층 복지증진(무연고 사망자 및 노숙인 지원),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001243&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 생활보장과,방문,1회성
성남시,공공근로사업 추진,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003842&wlfareInfoReldBztpCd=02,경기도 성남시 재정경제국 고용과,방문,월
여주시,여주시 난임부부 시술비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005948&wlfareInfoReldBztpCd=02,경기도 여주시 보건소 건강증진과,,수시
가평군,가평군 65세 이상 보건기관 이용자 진료비 중 본인부담금 면제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005946&wlfareInfoReldBztpCd=02,경기도 가평군 보건소 보건정책과,,수시
김포시,김포시대상포진 예방접종 지원,"저소득, 장애인, 보훈대상자",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005935&wlfareInfoReldBztpCd=02,경기도 김포시 보건소 감염병관리과,방문,1회성
화성시,화성시 기초생활수급자 명절위로금 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005254&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 생활보장과,,년
여주시,여주시 초등학생 입학축하금 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004815&wlfareInfoReldBztpCd=02,경기도 여주시 문화경제국 평생교육과,"방문, 인터넷, 모바일",1회성
,다문화가족 특성화사업,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005015&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,방문,월
,다문화가족 도비지원사업,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005016&wlfareInfoReldBztpCd=02,경기도 여성가족국 가족다문화과,방문,월
